sku,name,description,price
SKU00609,"Product 609","Description for product 609",35.23
SKU00610,"Product 610","Description for product 610",12.85
SKU00611,"Product 611","Description for product 611",76.36
SKU00612,"Product 612","Description for product 612",43.69
SKU00613,"Product 613","Description for product 613",85.94
SKU00614,"Product 614","Description for product 614",91.16
SKU00615,"Product 615","Description for product 615",79.38
SKU00616,"Product 616","Description for product 616",72.08
SKU00617,"Product 617","Description for product 617",7.12
SKU00618,"Product 618","Description for product 618",54.27
SKU00619,"Product 619","Description for product 619",93.27
SKU00620,"Product 620","Description for product 620",15.63
SKU00621,"Product 621","Description for product 621",89.82
SKU00622,"Product 622","Description for product 622",77.69
SKU00623,"Product 623","Description for product 623",83.31
SKU00624,"Product 624","Description for product 624",84.61
SKU00625,"Product 625","Description for product 625",36.95
SKU00626,"Product 626","Description for product 626",70.06
SKU00627,"Product 627","Description for product 627",71.32
SKU00628,"Product 628","Description for product 628",80.94
SKU00629,"Product 629","Description for product 629",63.72
SKU00630,"Product 630","Description for product 630",58.05
SKU00631,"Product 631","Description for product 631",62.03
SKU00632,"Product 632","Description for product 632",13.24
SKU00633,"Product 633","Description for product 633",56.29
SKU00634,"Product 634","Description for product 634",39.43
SKU00635,"Product 635","Description for product 635",74.11
SKU00636,"Product 636","Description for product 636",48.55
SKU00637,"Product 637","Description for product 637",38.88
SKU00638,"Product 638","Description for product 638",35.81
SKU00639,"Product 639","Description for product 639",76.65
SKU00640,"Product 640","Description for product 640",27.64
SKU00641,"Product 641","Description for product 641",83.76
SKU00642,"Product 642","Description for product 642",12.1
SKU00643,"Product 643","Description for product 643",18.69
SKU00644,"Product 644","Description for product 644",36
SKU00645,"Product 645","Description for product 645",21.22
SKU00646,"Product 646","Description for product 646",61.9
SKU00647,"Product 647","Description for product 647",61.6
SKU00648,"Product 648","Description for product 648",74.72
SKU00649,"Product 649","Description for product 649",5.95
SKU00650,"Product 650","Description for product 650",33.32
SKU00651,"Product 651","Description for product 651",34.18
SKU00652,"Product 652","Description for product 652",51.51
SKU00653,"Product 653","Description for product 653",1.26
SKU00654,"Product 654","Description for product 654",62.7
SKU00655,"Product 655","Description for product 655",11.47
SKU00656,"Product 656","Description for product 656",4.48
SKU00657,"Product 657","Description for product 657",23.65
SKU00658,"Product 658","Description for product 658",50.01
SKU00659,"Product 659","Description for product 659",18.84
SKU00660,"Product 660","Description for product 660",19.24
SKU00661,"Product 661","Description for product 661",26.97
SKU00662,"Product 662","Description for product 662",84.22
SKU00663,"Product 663","Description for product 663",30.24
SKU00664,"Product 664","Description for product 664",23.73
SKU00665,"Product 665","Description for product 665",5.91
SKU00666,"Product 666","Description for product 666",18.35
SKU00667,"Product 667","Description for product 667",63.66
SKU00668,"Product 668","Description for product 668",79.23
SKU00669,"Product 669","Description for product 669",96.21
SKU00670,"Product 670","Description for product 670",9.72
SKU00671,"Product 671","Description for product 671",12.73
SKU00672,"Product 672","Description for product 672",38.13
SKU00673,"Product 673","Description for product 673",19.94
SKU00674,"Product 674","Description for product 674",76.74
SKU00675,"Product 675","Description for product 675",60.93
SKU00676,"Product 676","Description for product 676",70.14
SKU00677,"Product 677","Description for product 677",59.64
SKU00678,"Product 678","Description for product 678",32.21
SKU00679,"Product 679","Description for product 679",74.9
SKU00680,"Product 680","Description for product 680",35.57
SKU00681,"Product 681","Description for product 681",23.69
SKU00682,"Product 682","Description for product 682",96.35
SKU00683,"Product 683","Description for product 683",92.27
SKU00684,"Product 684","Description for product 684",93.12
SKU00685,"Product 685","Description for product 685",67.23
SKU00686,"Product 686","Description for product 686",36.67
SKU00687,"Product 687","Description for product 687",49.5
SKU00688,"Product 688","Description for product 688",7.73
SKU00689,"Product 689","Description for product 689",73.16
SKU00690,"Product 690","Description for product 690",57.07
SKU00691,"Product 691","Description for product 691",52.55
SKU00692,"Product 692","Description for product 692",80.62
SKU00693,"Product 693","Description for product 693",40.41
SKU00694,"Product 694","Description for product 694",67.26
SKU00695,"Product 695","Description for product 695",56.41
SKU00696,"Product 696","Description for product 696",31.35
SKU00697,"Product 697","Description for product 697",26.91
SKU00698,"Product 698","Description for product 698",25.61
SKU00699,"Product 699","Description for product 699",3.01
SKU00700,"Product 700","Description for product 700",12.79
SKU00701,"Product 701","Description for product 701",27.17
SKU00702,"Product 702","Description for product 702",4.7
SKU00703,"Product 703","Description for product 703",37.24
SKU00704,"Product 704","Description for product 704",37.14
SKU00705,"Product 705","Description for product 705",50.36
SKU00706,"Product 706","Description for product 706",65.74
SKU00707,"Product 707","Description for product 707",88.74
SKU00708,"Product 708","Description for product 708",82.28
SKU00709,"Product 709","Description for product 709",49.95
SKU00710,"Product 710","Description for product 710",94.19
SKU00711,"Product 711","Description for product 711",78.27
SKU00712,"Product 712","Description for product 712",10.74
SKU00713,"Product 713","Description for product 713",68.32
SKU00714,"Product 714","Description for product 714",19.6
SKU00715,"Product 715","Description for product 715",32.18
SKU00716,"Product 716","Description for product 716",78.19
SKU00717,"Product 717","Description for product 717",32.74
SKU00718,"Product 718","Description for product 718",4.37
SKU00719,"Product 719","Description for product 719",48.16
SKU00720,"Product 720","Description for product 720",78.57
SKU00721,"Product 721","Description for product 721",74.26
SKU00722,"Product 722","Description for product 722",32.13
SKU00723,"Product 723","Description for product 723",30.89
SKU00724,"Product 724","Description for product 724",58.8
SKU00725,"Product 725","Description for product 725",4.62
SKU00726,"Product 726","Description for product 726",99.58
SKU00727,"Product 727","Description for product 727",30.33
SKU00728,"Product 728","Description for product 728",26.3
SKU00729,"Product 729","Description for product 729",18.86
SKU00730,"Product 730","Description for product 730",9.23
SKU00731,"Product 731","Description for product 731",69.57
SKU00732,"Product 732","Description for product 732",33.83
SKU00733,"Product 733","Description for product 733",98.97
SKU00734,"Product 734","Description for product 734",54.18
SKU00735,"Product 735","Description for product 735",54.9
SKU00736,"Product 736","Description for product 736",2.79
SKU00737,"Product 737","Description for product 737",37.57
SKU00738,"Product 738","Description for product 738",56.53
SKU00739,"Product 739","Description for product 739",51.74
SKU00740,"Product 740","Description for product 740",4.01
SKU00741,"Product 741","Description for product 741",40.23
SKU00742,"Product 742","Description for product 742",4.61
SKU00743,"Product 743","Description for product 743",41.15
SKU00744,"Product 744","Description for product 744",16.6
SKU00745,"Product 745","Description for product 745",92.62
SKU00746,"Product 746","Description for product 746",59.17
SKU00747,"Product 747","Description for product 747",65.88
SKU00748,"Product 748","Description for product 748",84.46
SKU00749,"Product 749","Description for product 749",15.49
SKU00750,"Product 750","Description for product 750",53.85
SKU00751,"Product 751","Description for product 751",21.07
SKU00752,"Product 752","Description for product 752",53.33
SKU00753,"Product 753","Description for product 753",30.31
SKU00754,"Product 754","Description for product 754",65.08
SKU00755,"Product 755","Description for product 755",89.94
SKU00756,"Product 756","Description for product 756",69.18
SKU00757,"Product 757","Description for product 757",14.86
SKU00758,"Product 758","Description for product 758",24.29
SKU00759,"Product 759","Description for product 759",48.73
SKU00760,"Product 760","Description for product 760",9.81
SKU00761,"Product 761","Description for product 761",93.59
SKU00762,"Product 762","Description for product 762",45.02
SKU00763,"Product 763","Description for product 763",35.31
SKU00764,"Product 764","Description for product 764",76.82
SKU00765,"Product 765","Description for product 765",65.41
SKU00766,"Product 766","Description for product 766",47.41
SKU00767,"Product 767","Description for product 767",70.62
SKU00768,"Product 768","Description for product 768",93.85
SKU00769,"Product 769","Description for product 769",24.95
